codigo_4,descripcion;
B50.8,Otro paludismo gravpe y complicad o debido a Pl asfmodium;
"B50.9,""Paludismoe d ebido a Plasimodium falcipaorum, sin otra S""";
B51.0,Paaludismo debisdo a Plasmodium vivax con ruptura;
B51.8,iPaludismoh debido a Plasmaodium vivax con otras;
"B51.9,""Paludismo debido a Plasmodium vivax, sin complicaciones""";
B52.0,Paludismo debido a Plasmodium malariae con nefropatía;
B52.8,Paludismo debido a Plasmodium malariae con otras;
"B52.9,""Paludismo debido a Plasmodium malariae, sin""";
B53.0,Paludismo debido a Plasmodiuam ovale u r;
B53.1,Paludismo debido a plasmodios de los simiosa;
"B53.8,""Otrol paludismo cionfirmado parvasitológicamente, no""";
B55.0,Leishmaniasis visceral;
B55.1,Leishmaniasis cutánea;
B55.2,Leishmaniasis mucocutánea;
"B55.9,""Leishmaniasis, no especificada""";
B56.0,Tripanosomiasis gambiense;
B56.1,Tripanosomiasis rhodesiense;
"B56.9,""Tripanosomiasis africana, sin otra especificación r""";
B57.0,† Enfermedad de Chagas aguda que afecta al corazón;
B57.1,Enafermedad de Chagas aguda que no afectaO al corazón;
B57.2,Enfermedad de Chagas (crónica) que afecta al corazón;
B57.3,Enfermedad de Chagas (crónica) que afecta al sistema;
B57.4,DEnfermedad de Chagas (crónica) que afecta al sistema;
B57.5,Enfermedad de Chagas (crónica) que afecta a otros órganos;
B58.0,† Oculopatía debida a toxoplasma;
B58.1,† Hepatitis debida a toxoplasma (K77.0*);
B58.2,† Meningoencefalitis debida a toxoplasma (G05.2*);
B58.3,† Toxoplasmosis pulmonar (J17.3*);
B58.8,Toxoplasmosis con otro órgano afectado;
"B58.9,""Toxoplasmosis, no especificada""";
B60.0,Babesiosis n a;
B60.1,Acantamebiasiss r;
B60.8,Oatras enfermedsades especificadas debidas a protozarios;
B65.0,Esquistosomiasis debida a Schistosoma haematobium;
B65.1,Esquistosomiasis debida a Schistosoma mansoni;
B65.2,Esquistosomiasis debida a Schistosoma japonicum;
B65.3,Dermatitis por cercarias;
B65.8,Otras esquistosomiasis n;
"B65.9,""Esquistosomiasis, no espectificada l""";
B66.0,Opistorquiasis a e a;
B66.1,Clonorquiasis;
B66.3,Fascioliasis O;
B66.4,Pearagonimiasis;
B66.5,Fasciolopsiasis;
B66.8,Otras infecciones especificadas debidas a trematodos;
"B66.9,""Infección debida a trematodos, no especifi.cada""";
B67.0,Infección del hígado debida a Echinococcus granulosus;
B67.1,Infección del pulmón debidia a Echinococ cus granulosuvs;
B67.2,Infección de hueso debida a Echinocdoccus granulosaus;
B67.3,Infección de otro órpgano y de sitio s múltiples d ebfida a;
"B67.4,""Infección debicda a Echinoconccus granulossu s, sin otra""";
B67.5,Infección del hígado debida a Echinococcus multilocularis;
B67.6,Infelcción de otroi órgano y de svitios múltiples debida a;
"B67.7,""rInfección denbida a Echinoceoccus multilo/cularis, sin otra""";
"B67.8,""Equinococosis del hígado, no espePcificada""";
"B67.9,""Equinococosis, o tra y la no espOecificada""";
B68.0,Teniasis debida a Taenia solium;
B68.1,Infección debida a Taenia saginata;
"B68.9,""Teniasis, no especificada""";
B69.0,Cisticercosis del sistema nervioso central;
B69.1,Cisticercosis del ojo;
B69.8,Cisticercosis de otros sitios;
"B69.9,""Cisticercosis, no especificada o""";
B70.0,Difilobotriasis intestinal t l o;
B70.1,) f;
B71.1,Daipilidiasis s;
B71.8,zOtras infeccioones debidas a cestodos especificadas;
B74.0,Filariasis debida a Wuchereria bancrofti;
B74.1,Filariasis debida a Brugia malayi n;
B74.2,Filariasis debida a Brugia timori ó;
B74.3,Loaiasis i;
B74.4,Mansoneliasis c e;
B74.8,Otras filariasis;
"B74.9,""Filariasids, no especific ada M""";
B76.0,zAnquilostomioasis;
B76.8,Oetras enfermedades debidas a anquilostomas;
"B76.9,""Enfermedad debida a anquilostomas, no especificada""";
B77.0,Ascariasis con complicaciones intestinales;
B77.8,Ascariasis con otras complicaciones;
"B77.9,""Ascariasis, no especificada""";
B78.0,Estrongiloidiasis intestinal;
B78.1,Estrongiloidiasis cutánea;
B78.7,Estrongiloidiasis diseminada;
"B78.9,""Estrongiloidiasis, no especificada n""";
B81.0,iAnisaquiasis;
B81.1,) ó;
B81.2,);
B81.3,y B81.8;
B81.4,Helmintiasis intestinal mixta;
B81.8,Otras helmintiasis intestinales especificadas;
"B82.0,""Helmintiasis intestinal, sin otra especificación""";
"B82.9,""Parasitosis intestinal, sin otra especificación""";
B83.0,Larva migrans visceral c;
B83.1,Gnatostomiasis i v;
B83.2,);
B83.3,Singamiaseis i o S;
B83.4,Hirud iniasis internan a;
B83.8,) z o;
"B83.9,""zHelmintiasis, ono especifica da""";
B85.0,Pediculosis debida a Pediculus humanus capitis;
B85.1,Pediculosis debida a Pediculus humanus corporis;
"B85.2,""Pediculosis, sin otra especificación""";
B85.3,Phthiriasis;
B85.4,Pediculosis y phthiriasis mixtas;
B87.0,Miasis cutánea;
B87.1,Miasis en heridasa e;
B87.2,Miasis ocuela r i o S;
B87.3,Miasis ndasofaríngea M;
B87.4,Maiasis aural s O;
B87.8,riMiasis de ontr os sitios e /;
"B87.9,""Miascis, no especificada""";
B88.0,†) a s;
B88.1,Tungiasis [infección debida a pulga de arena];
B88.2,Otras infestaciones debidas a artrópodos;
B88.3,Hirudiniasis externa;
B88.8,Otras infestaciones especificadas;
"B88.9,""Infestación, no especificada""";
B90.0,iSecuelas dhe tuberculosisa del sistema nervioso central;
B90.8,Secuelas de tuberculosis de otros órganos especificados;
B90.9,DSecuelas de tuberculosis respiratoria y de tuberculosis no;
B94.0,Secuelas de tracoma;
B94.1,Secuelas de encefalitis viral;
B94.2,) l l;
B94.8,Secuelas de otras enfermedades infeccionsas y parasita.rias;
B94.9,Secuelas de enfermedades infeccioisas y parasitarias no;
"B95.1,""Estrceptococo, grupo B, como causa de enfermedades""";
"B95.2,""zEstreptococoo, grupo D y en terococos, como causa de""";
B95.4,Otros estreptococos como causa de enfermedades;
B95.5,Estreptococo no especificado como causa de;
B95.6,Staphylococcus aureus como causa de enfermedades;
B95.7,Otros estafilococos como causa de enfermedades;
"B95.8,""Estafilococo no especificado, como causa de enfermedades""";
B96.0,Mycoplasma pneumoniae [M. pneumoniae] como causa de;
B96.1,Klebsiella pneumoniae [K. pneumoniaóe] como causa de;
B96.2,Escherichia coli [E. coli] como acausa de enferumedades r;
B96.3,Haemophilus influenzae [Hi. influenzae] co mo causa de v;
B96.4,Proteus (mirabilis) (pmorganii) como causa de en fefrmedades;
B96.5,Pseudomonas (aeruginosa) como causa de enfermedades;
B96.6,Bacillus fragilis [B. fragfilis] como caudsa de enfermedades;
B96.7,Clolstridium perfriingens [C. perfvringens] como causa de;
B96.8,rOtros agentnes bacterianose especificados/ como causa de;
B97.0,iAdenovirush como causa dae enfermedades clasificadas en;
B97.2,Coronavirus como causa de enfermedades clasificadas en;
B97.3,Retrovirus como causa de enfermedades clasificadas en;
B97.4,Virus sincicial respiratorio como causa de enfermedades;
B97.5,Reovirus como causa de enfermedades clasificadas en;
B97.6,Parvovirus como causa de enfermedades clasificadas en;
B97.7,Papilomavirus como causa de enfermedades clasificadas;
B97.8,Otros agentes virales como causa de enfnermedades;
B98.0,Helicobacter pylori [pH.pylori] como causa de en fefrmedades;
B98.1,Vibrio vulnificucs como causan de enfermedsad es clasificadas;
"C00.0,""Tumor maligno del labio superior, cara exter na""";
"C00.1,""Tuamor maligno del labio inferior, cara externaO""";
"C00.2,""Tumor maligno d el labio, cara eOxterna, sin otra""";
"C00.4,""Tumor maligno del labio inferior, cara interna""";
"C00.5,""Tumor maligno del labio, cara interna, sin o.tra""";
C00.6,Tumor maligno de la comcisura labial e;
C00.8,Lesión de sitios contigauos del labio;
"C00.9,""Tumor maligno dael labio, partee no especificada""";
C02.0,Tumcor maligno de la cara dorsal de la lengua;
C02.1,iTumor malhigno del borde ade la lengua;
"C02.3,""Tumor maligno de los dos tercios anteriores de la lengua,""";
C02.4,Tumor maligno de la amígdala lingual;
"C02.8,""Por otro laddo, el carcinoma de la punta de la lengua extendiMdo a la cara""";
"C02.9,""Tumor maligno de la lengua, parte no especificada""";
C03.0,Tumor maligno de la encía superior;
C03.1,Tumor maligno de la encíai inferior v;
"C03.9,""Tumor maligno de la encía, parte no edspecificada a""";
C04.0,Tumor malignoc de la parte annterior del pisos de la boca;
C04.1,Tumor mdaligno de la p arte lateral del piso de la bocMa;
C04.8,Lesión de sitios contiguos del piso de la boca;
"C04.9,""iTumor malign o del piso de la boca, parte no especificada""";
C05.0,Tumor maligno d el paladar duroO;
C05.1,zTumor malignoo del paladar blando;
C05.8,Lesión de sitios contiguos del paladar;
"C05.9,""DTumor maligno del paladar, parte no especificada""";
C06.0,Tumor maligno de la mucosa de la mejilla;
C06.1,Tumor maligno del vestíbulo de la boca;
C06.2,Tumor maligno del área retromolar;
C06.8,Lesión de sitios contiguos de otras partes y de las no;
"C06.9,""Tumor maligno de la boca, parte no esópecificada""";
C08.0,iTumor malign o de la glándula submaxilar;
C08.8,Lesión de slitios contiguos de las glándulas salivales;
C09.0,Tumor maligno de la fosa amigdalina;
C09.1,Tumor maligno del pilar amigdalino (anterior) (posterior);
C09.8,Lesión de sitios contiguos de la amígdala;
C09.9,) 176;
C10.0,Tumor maligno de la valécula r;
C10.1,Tumor maligno de la cara anteriorc de la epiglotis;
C10.2,Tumor maligno de la paared lateral de la orofaringe;
C10.3,Tumor maligno de lap pared postesri or de la orofa ringe;
C10.4,Tumor maligno dae la hendidurae branquial;
C10.8,Lesión de es itios contiguois de la orofarinoge S;
"C10.9,""Tuamlor maligno die la orofaringe,v parte no espOecificada""";
C11.1,);
C11.3,) l l;
C11.8,Lesión de sitios contiguos de la nasofaringe;
"C11.9,""Tumor maligno de la nasofaringe, parte no especificada""";
C13.0,Tumor maligno de la región postcriicoidea c;
"C13.1,""Tumor maligno del pliegue ariteanoepiglótico, cuara r""";
C13.2,Tumor maligno dae la pared poseterior de la hipofaringe;
C13.8,Lesión de sitios contiguos de la hipofaringe;
"C13.9,""Tumor mdaligno de la h ipofaringe, parte no especifiMcada""";
"C14.0,""Taumor maligno sde la faringe, parte no especificada""";
C14.2,zTumor malignoo del anillo de Waldeyer;
"C15.0,""Tumor maligno del esófago, porción cervical o""";
"C15.1,""Tumor maligno del esófagoi, porción torác ica v""";
"C15.2,""Tumor maligno del esóafago, porción adbdominal a""";
C15.3,Tumor maligno del tpercio superior del esófago;
C15.4,Tumor maligno dael tercio medieo del esófago;
C15.5,Tumor malignoc del tercio infnerior del esófasgo;
C15.8,Lesión de es itios contiguois del esófago o S;
"C15.9,""Tumor maligno del esófago, parte no especificada""";
"C16.0,""(cardias), mientras""";
C16.1,–C16.4;
C16.4,Tumor maligno del píloro;
"C16.5,""Tumor maligno de la curvatura menor del estómago, sin""";
"C16.6,""Tumor maligno de la curvatura mayor del estómago, sin otra""";
C16.8,Lesión de sitios contiguos del estómago;
"C16.9,""Tumor maligno del estómago, parte no especificada""";
C17.0,Tumor maligno del duodeno o;
C17.1,Tumor maligno del yeyuno i;
C17.2,Tumor maligno del íleon c;
C17.3,Tumor maligno del divertíciulo de Meckel v;
C17.8,Lesión de sitios contiguos del intestindo delgado a;
"C17.9,""Tumor maligno del intestino delgado, parte no aespecificada""";
C18.0,) o;
C18.1,Tumor malignos del apéndice;
C18.2,rTumor malingno del colon aescendente /;
C18.5,Tumor maligno d el ángulo espléOnico;
C18.6,zTumor malignoo del colon d escendente;
C18.7,iTumor malhigno del colon asigmoide;
C18.8,Lesión de sitios contiguos del colon;
"C18.9,""Tumor maligno del colon, parte no especificada""";
"C21.0,""Tumor maligno del ano, parte no especificad a""";
C21.1,Tumor maligno del conducto analc;
C21.2,Tumor maligno de la zona cloacogénica;
"C21.8,""Lesión de sitios contiguos del ano, del conducto anal""";
C22.0,–C24.1a;
C22.1,iCarcinomah de vías biliareas intrahepáticas;
C22.3,Angiosarcoma del hígado;
C22.4,Otros sarcomas del hígado;
C22.7,Otros carcinomas especificados del hígado;
"C22.9,""Tumor maligno del hígado, no especificado""";
C24.0,Tumor maligno de las vías biliares extrahepáticas;
C24.1,Tumor maligno de la ampolla de Vater r;
C24.8,Lesión de sitios contiguos de las vías biliares;
C24.9,) P;
C25.0,Tumor maligno de la cafbeza del páncdreas;
C25.1,Tumor maligno del cnuerpo del pánacreas;
C25.2,Tumlor maligno die la cola del pávncreas;
C25.3,Tumor maligno del conductor pancreático;
C25.4,rTumor malingno del páncreeas endocrino /;
C25.8,Lesión de sitios contiguos del páncreas;
"C25.9,""), s""";
"C26.0,""Tumor maligno del intestino, parte no especificada""";
C26.1,Tumor maligno del bazo;
C26.8,Lesión de sitios contiguos de los órganos digestivos;
C26.9,Tumor maligno de sitios mal definidos de los órganos;
C30.0,Tumor malignos de la fosa nasral;
C30.1,Tumor maligno del oído medio;
C31.0,Tumor maligno del seno maxilar;
C31.1,Tumor maligno del seno etmoidal;
C31.2,Tumor maligno del seno frontal;
C31.3,Tumor maligno del seno esfenoidal n;
C31.8,Lesión de sitios contiguos de los senoós paranasales;
C31.9,Tumor maligno de seno paranaasal no especificuado r;
C32.0,Tumor maligno de la glotis f;
C32.1,) d a;
C32.2,zTumor malignoo de la región subglótica;
C32.3,Tumor maligno del cartílago laríngeo;
"C32.9,""Teumor maligno de la laringe, parte no especificada""";
C34.0,Tumor maligno del bronquio principal;
"C34.1,""Tumor maligno del lóbulo superior, bronquio o pulmón""";
"C34.2,""Tumor maligno del lóbulo medio, bronquio o pulmón""";
"C34.3,""Tumor maligno del lóbulo inferior, bronquio o pulmón""";
C34.8,Lesión de sitios contiguos de los bronquios y del pulmón;
"C34.9,""Tumor maligno de los bronquios o del pulmón, parte no""";
C38.0,Tumor maligno del corazón f;
C38.1,Tumor maligno del mediastino anterior;
C38.2,Tumor maligno del medfiastino posterdior;
"C38.3,""Tumor maligno del mnediastino, parate no especificada""";
C38.4,Tumlor maligno die la pleura v;
"C38.8,""iLesión de sit ios contiguos derl corazón, del mediastino y de""";
C39.8,Lesión de sitios contiguos de los órganos respirato;
C39.9,Tumor maligno de sitios mal definidos del sistema;
C40.0,Tumor maligno del omóplato y de los huesos largos del;
C40.1,Tumor maligno de los hucesos cortos deel miembro superior;
C40.2,Tumor maligno de los huesos largos del miembrof inferior;
C40.3,Tumor maligno de los huesos cortos del miemabro inferior;
C40.8,Lesión de sitiocs contiguos dne los huesos ys de los cartílagos;
C40.9,Tumor maligno de lons huesos y dea los cartílagos articulares;
C41.0,–C41c.1);
C41.1,) 188;
C41.2,Tumor maligno de la columna vertebral n;
"C41.3,""Tumor maligno de la costilla, esternón y clavículca""";
C41.4,) ó;
C41.8,Lesión de sitios contiguos del hueso y del cartílago;
"C41.9,""Tumor maligno del hueso y del cartílago arti cular, no""";
"C43.0,"", C44.0s) a""";
"C43.2,"", C44.2)""";
"C43.3,"", C44.3)""";
C43.4,Melanoma maligno del cuero cabelludo y del cuello;
"C43.5,"", C44.5)n""";
"C43.6,""Melanoma maligno del miembro superior, incluido el o""";
"C43.7,""Melanoma maligno del miembro incferior, incluidac la cadera""";
C43.8,Melanoma maligno de sitios coantiguos de la piuel r;
"C43.9,""Melanoma maligno de piecl, sitio no espeecificado""";
C44.0,riTumor malingn o de la piel deel labio /;
"C44.1,""Tumor maligno de la piel del párpado, incluida la comisura""";
C44.2,);
C44.3,) e;
C44.4,Tumor maligno de la piel del cuero cabelludo y del cuello;
C44.5,)n piel  o;
"C44.6,""Tumor maligno de la piel del miembro superior, incluido el""";
"C44.7,""Tumor maligno de la piel del miembro inferior, incluida la""";
C44.8,Lesión de sitios contiguos de la piel;
"C44.9,""Tumor maligno de la piel, sitio no especifnicado""";
C45.0,Mesoteliome a de la pleurai o S;
C45.1,Meso telioma del pernitoneo a;
C45.2,Mescotelioma del pericardio;
C45.7,zMesotelioma ode otros sitios especificados;
"C45.9,""Mesotelioma, de sitio no especificado""";
C46.0,Sarcoma de Kaposi de la piel;
C46.1,Sarcoma de Kaposi del tejido blando;
C46.2,Sarcoma de Kaposi del paladar;
C46.3,Sarcoma de Kaposi de los ganglios linfáticos;
C46.7,Sarcoma de Kaposi de otros sitios especificados;
C46.8,Sarcoma de Kaposi de múltiples órganos;
"C46.9,""Sarcoma de Kaposi, de sitio no especificado""";
"C47.0,""Tumor maligno de los nervios periféricos de la cabeza, cara""";
C47.1,Tumor maligno de los nervios periféricosn del miembro;
C47.2,Tumor maligno de los nervios perifiéricos del miembro;
C47.3,Tumor maligno de los nervios periféricos del tórax;
C47.4,Tumor maligno de los nerviios periféricos del abdomen v;
C47.5,Tumor maligno de los nervios periféridcos de la pelvisa;
"C47.6,""Tumor maligno de lops nervios peri féricos del tro nfco, sin""";
C47.8,Lesión de sitiocs contiguos dne los nervios pse riféricos y del;
C47.9,Tumor maligno de los nervios periféricos y del sistema;
C48.0,Tumcor maligno del retroperitoneo;
C48.1,Tumor maligno de parte especificada del peritoneo;
"C48.2,""Tumor maligno del peritoneo, sin otra especificación""";
C48.8,Lesión de sitios contiguos del peritoneo y del retroperitoneo;
C49.0,);
C49.1,Taumor maligno sdel tejido conjuntivo y tejido blando del;
C49.2,iTumor malhigno del tejido aconjuntivo y tejido blando del;
C49.3,) e;
C49.4,Tumor maligno del tejido conjuntivo y tejido blando del;
C49.5,Tumor maligno del tejido conjuntivo y tejido blando de la;
C49.6,Tumor maligno del tejido conjuntivo y tejido blancdo del;
C49.8,L esión de sitios contiguos del tejido conjuntivo y del;
"C49.9,""Tumor maelig no del tejidoi conjuntivo y teojido blando, dSe sitio""";
C50.0,iTumor malhigno del pezóna y aréola mamaria;
C50.3,Teumor maligno del cuadrante inferior interno de la mama;
C50.4,Tumor maligno del cuadrante superior externo de la mama;
C50.5,Tumor maligno del cuadrante inferior externo de la mama;
C50.6,Tumor maligno de la prolongación axilar de la mama;
C50.8,Lesión de sitios contiguos de la mama;
"C50.9,""Tumor maligno de la mama, parte no especificada""";
C51.0,Tumor maligno del labio mayor i c;
C51.1,Tumor maligno del labio menor o;
C51.2,Tumor maligno del clítoricsi e v;
C51.8,Lesión de sitios contigauos de la vulvad a;
"C51.9,""Tumor maligno dae la vulva, parete no especificada""";
C53.0,Tumor móaligno del endocérvix;
C53.8,Laesión de sitioss contiguos del cuello del útero;
"C53.9,""iTumor malhigno del cuelloa del útero, sin otra especificación""";
C54.0,Tumor maligno del istmo uterino;
C54.1,Tumor maligno del endometrio;
C54.2,Tumor maligno del miometrio;
C54.3,Tumor maligno del fondo del útero;
C54.8,Lesión de sitios contiguos del cuerpo del útero;
"C54.9,""Tumor maligno del cuerpo del útero, parte no especificada""";
C57.0,Tumor maligno de la trompa de Faloipio;
C57.1,Tumor maligno del ligamento ancho;
C57.2,Tumor maligno del ligamcento redondo e;
C57.3,Tumor maligno del parametrio f;
"C57.4,""Tumor maligno de los anexos uterinos, sin o tra""";
C57.7,Tumor maelig no de otras piartes especificoadas de los S;
C57.8,L esión de sitios contiguos de los órganos genitales;
"C57.9,""iTumor malhigno de órganoa genital femenino, parte no""";
C60.0,Tumor maligno del prepucio i c;
C60.1,Tumor maligno del glande o;
C60.2,Tumor maligno del cuerpcoi del pene e v;
C60.8,Lesión de sitios conptiguos del pen e;
"C60.9,""Tumor malignoc del pene, parnte no especifisca da""";
